UID,Year,Price,Type,Title,Links,Sub Heading
3929,2023,"$7,000 ",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID629404,Lovely Marina Bay Sands Well Equipped 1 Bedroom Studio with Kitchen [Downtown MRT] 
3930,2023,"$1,350 ",Room for Rent , Bishan,https://rentinsingapore.com.sg/rooms-for-rent/ID474177,"Bishan MRT near Master Bedroom (air-conditioned, work table/chair) for rent"
3931,2023,$700 ,Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID671794,Blk 229 Pasir Ris - $700 for 1 guy 
3932,2023,"$1,400 ",Room for Rent , Hougang,https://rentinsingapore.com.sg/rooms-for-rent/ID671793,Master room at Evergreen Park (31 hougang avenue 7) for rent! Aircon wifi! 
3933,2023,"$1,250 ",Room for Rent , Bugis,https://rentinsingapore.com.sg/rooms-for-rent/ID546805,Bugis MRT -Sultan Gate Place - Common Room
3934,2023,"$1,250 ",Room for Rent , Lavender,https://rentinsingapore.com.sg/rooms-for-rent/ID546807,Lavender MRT Condo - Sultan Gate Place - Common Room
3935,2023,"$1,250 ",Room for Rent , Kallang,https://rentinsingapore.com.sg/rooms-for-rent/ID546808,Kallang MRT - Sultan Gate Place - Common Room
3936,2023,"$1,250 ",Room for Rent , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID546810,CBD - Sultan Gate Place - Common Room
3937,2023,"$1,250 ",Room for Rent , Bugis,https://rentinsingapore.com.sg/rooms-for-rent/ID546811,Bugis MRT -Sultan Gate Place - Common Room
3938,2023,"$1,250 ",Room for Rent , Lavender,https://rentinsingapore.com.sg/rooms-for-rent/ID546812,Lavender MRT Condo - Sultan Gate Place - Common Room
3939,2023,"$1,250 ",Room for Rent , Kallang,https://rentinsingapore.com.sg/rooms-for-rent/ID546813,Kallang MRT - Sultan Gate Place - Common Room
3940,2023,"$1,250 ",Room for Rent , Bugis,https://rentinsingapore.com.sg/rooms-for-rent/ID597175,Room in Sultan Gate Place
3941,2023,$999 ,Room for Rent , Balestier,https://rentinsingapore.com.sg/rooms-for-rent/ID605248,Novena MRT  / Toa Payoh MRT / Boon Keng / Thomson MRT /Available 02 Sept                     
3942,2023,$999 ,Room for Rent , Toa Payoh,https://rentinsingapore.com.sg/rooms-for-rent/ID605249,Novena MRT / Toa Payoh MRT / Boon Keng / Thomson MRT /Available immediate
3943,2023,$999 ,Room for Rent , Novena,https://rentinsingapore.com.sg/rooms-for-rent/ID605253,Novena MRT  / Toa Payoh MRT / Boon Keng / Thomson MRT /Available immediate                          
3944,2023,$850 ,Room for Rent , Jurong West,https://rentinsingapore.com.sg/rooms-for-rent/ID275117,High floor Big common room to rent
3945,2023,$800 ,Room for Rent , Boon Lay,https://rentinsingapore.com.sg/rooms-for-rent/ID671762,Common room at 217a boon lay avenue for rent! Wifi available! 
3946,2023,"$1,200 ",Room for Rent , Woodlands,https://rentinsingapore.com.sg/rooms-for-rent/ID671635,Master bedroom - 6 mins walk to TEL (Brown) Woodlands MRT  
3947,2023,"$1,400 ",Room for Rent , Yishun,https://rentinsingapore.com.sg/rooms-for-rent/ID671653,Master Bedroom @155 Yishun street 11
3948,2023,$700 ,Room for Rent , Toa Payoh,https://rentinsingapore.com.sg/rooms-for-rent/ID671666,2 min walk from Braddell MRT 
3949,2023,$700 ,Room for Rent , Toa Payoh,https://rentinsingapore.com.sg/rooms-for-rent/ID671684,2 min walk Braddell MRT
3950,2023,"$1,500 ",Room for Rent , Geylang,https://rentinsingapore.com.sg/rooms-for-rent/ID671476,Master room at 14 Eunos crescent for rent! Aircon wifi! 
3951,2023,$700 ,Room for Rent , Choa Chu Kang,https://rentinsingapore.com.sg/rooms-for-rent/ID604343,Common room @Yew Tee mrt ( Looking for ONE female tenant) 
3952,2023,"$1,300 ",Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID426880,Common room with personal bathroom for rent
3953,2023,"$1,300 ",Room for Rent , Jurong East,https://rentinsingapore.com.sg/rooms-for-rent/ID671456,Master room at 207 Jurong East Street 21 for rent! Aircon wifi! Cooking allowed! 
3954,2023,"$1,400 ",Room for Rent , Tampines,https://rentinsingapore.com.sg/rooms-for-rent/ID671447,Near Tampines MRT! Common room at 247 tampines street 21 for rent! Aircon wifi! 
3955,2023,"$1,250 ",Room for Rent , Bishan,https://rentinsingapore.com.sg/rooms-for-rent/ID541133,Braddell MRT - Pool/ Tennis/ Gym Condo -10B Braddell View
3956,2023,$999 ,Room for Rent , Bugis,https://rentinsingapore.com.sg/rooms-for-rent/ID671446,"Lavender MRT/Nicoll Highway MRT / Bugis MRT - Available immediate, common room"
3957,2023,"$1,500 ",Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID671430,Master room at 348 ang mo kio avenue 3 for rent! Aircon wifi! 
3958,2023,$900 ,Room for Rent , Jurong West,https://rentinsingapore.com.sg/rooms-for-rent/ID671424,Near Boon Lay MRT! Common room at 664d jurong west street 64 for rent! Aircon wifi! 
3959,2023,"$1,000 ",Room for Rent , Sengkang,https://rentinsingapore.com.sg/rooms-for-rent/ID671372,Near fernvale Lrt quiet common room
3960,2023,"$1,200 ",Room for Rent , Yishun,https://rentinsingapore.com.sg/rooms-for-rent/ID671375,Blk 726 yishun 5mins to MRT 
3961,2023,"$1,000 ",Room for Rent , Serangoon,https://rentinsingapore.com.sg/rooms-for-rent/ID671383,Nice Environment 1 common room
3962,2023,"$2,000 ",Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID671380,Beautiful master bedroom in Livia
3963,2023,"$2,600 ",Room for Rent , Katong,https://rentinsingapore.com.sg/rooms-for-rent/ID671413,Master Studio Room for rent - 560 sqft mrt 
3964,2023,"$1,400 ",Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID671379,Beautiful rooms in Livia
3965,2023,"$1,500 ",Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID671297,Big Room for Rental  ( Landed Property)
3966,2023,"$2,400 ",Room for Rent , Toa Payoh,https://rentinsingapore.com.sg/rooms-for-rent/ID671342,"""Room for Rent: More Than Just Four Walls, We Promise!â€"
3967,2023,$850 ,Room for Rent , Yishun,https://rentinsingapore.com.sg/rooms-for-rent/ID671353,Common room for rent at yishun s763318
3968,2023,"$4,200 ",Whole Unit , Serangoon,https://rentinsingapore.com.sg/rooms-for-rent/ID671355,Rarely available 3-bedder for rent at The Midtown Residences
3969,2023,$900 ,Room for Rent , Punggol,https://rentinsingapore.com.sg/rooms-for-rent/ID671358,Room for rent
3970,2023,"$1,700 ",Room for Rent , Tiong Bahru,https://rentinsingapore.com.sg/rooms-for-rent/ID629609,Expats Choice - Tiong Bahru MRT - Newly Furnish Queen Room 
3971,2023,"$2,050 ",Room for Rent , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID629610,CBD Condo Queen Room with Outdoor Balcony - Downtown / Raffles place MRT 
3972,2023,"$1,450 ",Room for Rent , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID650350,Full Furnish Pocket Room for Rent - Downtown MRT 
3973,2023,"$3,450 ",Room for Rent , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID650358,Just inside CBD - En-Suite Master Bedroom at Marina Bay Sands 
3974,2023,$900 ,Room for Rent , Toa Payoh,https://rentinsingapore.com.sg/rooms-for-rent/ID671499,Common room at 221 Lorong 8 Toa Payoh for rent! Wifi available!
3975,2023,$999 ,Room for Rent , Bishan,https://rentinsingapore.com.sg/rooms-for-rent/ID671495,Available 08Aug - Common Room/Strictly Single Occupancy/no Owner Stayin/No Agent Fee/Cooking allowed
3976,2023,"$1,600 ",Room for Rent , Novena,https://rentinsingapore.com.sg/rooms-for-rent/ID659003,Centrally Located Co-living Space in Novena
3977,2023,"$1,200 ",Room for Rent , Paya Lebar,https://rentinsingapore.com.sg/rooms-for-rent/ID671482,Fully furnished common room for rent
3978,2023,"$1,200 ",Room for Rent , Potong Pasir,https://rentinsingapore.com.sg/rooms-for-rent/ID671484,Room For Rent (Master Bedroom) - Potong Pasir
3979,2023,"$1,650 ",Room for Rent , Novena,https://rentinsingapore.com.sg/rooms-for-rent/ID671488,Novena MRT (5mins) - Ensuite Master bedroom [$1650 for 1pax (female only)]
3980,2023,"$1,000 ",Room for Rent , Bukit Batok,https://rentinsingapore.com.sg/rooms-for-rent/ID671805,"Renovated room @ Blk 293A Bt Batok - aircon wifi, dryer - $1000 for 1 lady "
3981,2023,$700 ,Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID671804,"Blk 229 Pasir Ris - $700 for 1 guy with WiFi, no aircon "
3982,2023,$700 ,Room for Rent , Bukit Panjang,https://rentinsingapore.com.sg/rooms-for-rent/ID671803,"Blk 614 Senja Road - $700 for 1 lady (WiFI, No Aircon) - lady environment "
3983,2023,$900 ,Room for Rent , Jurong East,https://rentinsingapore.com.sg/rooms-for-rent/ID671802,Blk 40 Teban Garden - $900 for 1 lady (Aircon + WiFi) 
3984,2023,"$1,100 ",Room for Rent , Joo Chiat,https://rentinsingapore.com.sg/rooms-for-rent/ID274048,Single room landed house urgent move in
3985,2023,$650 ,Room for Rent , Bukit Panjang,https://rentinsingapore.com.sg/rooms-for-rent/ID671801,Blk 134 Petir Road - $650 for 1 lady (WiFi) - nice friendly Indian owner 
3986,2023,$700 ,Room for Rent , Bukit Panjang,https://rentinsingapore.com.sg/rooms-for-rent/ID671800,"Blk 614 Senja Road - $700 for 1 lady (WiFI, No Aircon) "
3987,2023,$700 ,Room for Rent , Hougang,https://rentinsingapore.com.sg/rooms-for-rent/ID671799,Blk 926 Hougang - 1 lady (Wifi) - opposite Hougang 1
3988,2023,$700 ,Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID671798,"Blk 229 Pasir Ris - $700 for 1 guy with WiFi, no aircon "
3989,2023,"$1,000 ",Room for Rent , Woodlands,https://rentinsingapore.com.sg/rooms-for-rent/ID671796,Common room at Northoaks (31 woodlands crescent) for rent! Aircon wifi! 
3990,2023,"$5,800 ",Whole Unit , Bedok,https://rentinsingapore.com.sg/rooms-for-rent/ID671486,Long/Short-term 3 bedroom for rent at Kembangan MRT 
3991,2023,$850 ,Room for Rent , Hougang,https://rentinsingapore.com.sg/rooms-for-rent/ID58871,Common room for rent at Hougang Ave 10
3992,2023,"$1,200 ",Room for Rent , Bukit Batok,https://rentinsingapore.com.sg/rooms-for-rent/ID671463,Bukit Batok $1000-$1200
3993,2023,"$1,000 ",Room for Rent , Punggol,https://rentinsingapore.com.sg/rooms-for-rent/ID671480,Common room at 415a northshore drive for rent! Aircon wifi! 
3994,2023,"$1,800 ",Room for Rent , Geylang,https://rentinsingapore.com.sg/rooms-for-rent/ID671425,(Aljunied) TRE Residences Common room for rent! (Available from 23rd August)
3995,2023,"$4,800 ",Whole Unit , Tiong Bahru,https://rentinsingapore.com.sg/rooms-for-rent/ID671448,* Full furnished ** 1 bed 1 study *** Living by the riverside 
3996,2023,"$2,000 ",Room for Rent , Pasir Panjang,https://rentinsingapore.com.sg/rooms-for-rent/ID671455,Clean and Quiet Master Room @ Pasir Panjang for Rent! Near to NUS!
3997,2023,"$6,400 ",Whole Unit , Jurong East,https://rentinsingapore.com.sg/rooms-for-rent/ID671477,3 Bedrooms Condo at J Gateway ( Jurong East ) Available from 6 August!!
3998,2023,"$3,500 ",Whole Unit , Choa Chu Kang,https://rentinsingapore.com.sg/rooms-for-rent/ID671457,(3+1)-4 Roomâ€“ Blk484A Choa Chu Kang  â€“Full Furnish with Aircon / Approved Unit!! All Races Welcome! 
3999,2023,$800 ,Room for Rent , Jurong West,https://rentinsingapore.com.sg/rooms-for-rent/ID671461,Common Room @ Jurong West St 61 BLK 645!
4000,2023,"$3,200 ",Room for Rent , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID486821,"The Sail @ Marina Bay, Luxury Junior Master bedroom (Near Raffles Place/Downtown MRT)"
4001,2023,"$2,380 ",Room for Rent , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID483493,"Bright, calming Queen Room @ MARINA BAY, AWESOME LOCATION AT CBD, Virtual Viewing!"
4002,2023,"$1,000 ",Room for Rent , Jurong West,https://rentinsingapore.com.sg/rooms-for-rent/ID426701,Single room Near NTU/TUAS
4003,2023,"$1,080 ",Room for Rent , Jurong West,https://rentinsingapore.com.sg/rooms-for-rent/ID425852,Room near NTU/TUAS
4004,2023,"$2,380 ",Room for Rent , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID499605,"GORGEOUS QUEEN ROOM @ MARINA BAY, AWESOME LOCATION AT CBD, LOVELY AND SPACIOUS APARTMENT"
4005,2023,"$1,780 ",Room for Rent , Tiong Bahru,https://rentinsingapore.com.sg/rooms-for-rent/ID578723,Cozy common room at Teresa Ville Condo @ Lower Delta Road
4006,2023,"$1,000 ",Room for Rent , Woodlands,https://rentinsingapore.com.sg/rooms-for-rent/ID641713,1 Room for 2 pax or 2 room for 4 pax
4007,2023,"$1,980 ",Room for Rent , Tiong Bahru,https://rentinsingapore.com.sg/rooms-for-rent/ID517042,Airy New Renovated Common Room Close to the Tiong Bahru MRT Station & 2 MRT stops to Queenstown MRT!
4008,2023,"$1,780 ",Room for Rent , Tiong Bahru,https://rentinsingapore.com.sg/rooms-for-rent/ID625911,Airy New Renovated Common Room Close to the Tiong Bahru MRT Station & 2 MRT stops to Queenstown MRT!
4009,2023,"$3,580 ",Room for Rent , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID539644,Charming & Cozy Big Master Room Located in the Heart of CBD
4010,2023,"$4,200 ",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID254841,"The Sail [Marina bay] , Spacious Studio with laundry Services !"
4011,2023,"$2,550 ",Room for Rent , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID388276, High Floor Large Queen Room with Private bathroom @ Downtown MRT 
4012,2023,"$3,350 ",Room for Rent , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID391522,"Big Master Bedroom , Working professionals Place ,CBD Downtown MRT"
4013,2023,"$3,950 ",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID254838,The Sail @ marina bay ! Full Furnish Studio apartment with kitchen ! 
4014,2023,"$5,000 ",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID372377,Private Studio near Marina Boulevard/MBFC/Marina Bay Sands.
4015,2023,"$2,350 ",Room for Rent , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID33669,Beautiful Marina Bay View Queen Rm for Rent : Available Immediate !!! Expats Visit Today!!!
4016,2023,"$2,200 ",Room for Rent , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID323151,"Big Condo Queen Room , Central Location[No agent fee]"
4017,2023,"$7,000 ",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID342847,Amazing Views! Spacious 3 Bed For Rent! No Agent Fee ! Call for Viewing Now !
4018,2023,"$4,500 ",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID254829,The Sail @ marina bay Private Studio Apartment for Rent 
4019,2023,"$2,800 ",Room for Rent , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID323145,MBFC & Marina bay Sands. Big En-suite Master Room 
4020,2023,$700 ,Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID671314,Blk 229 Pasir Ris - $700 for 1 guy 
4021,2023,$650 ,Room for Rent , Bukit Panjang,https://rentinsingapore.com.sg/rooms-for-rent/ID671308,Blk 134 Petir Road - $650 for 1 lady (WiFi) - nice friendly Indian owner 
4022,2023,$650 ,Room for Rent , Bukit Panjang,https://rentinsingapore.com.sg/rooms-for-rent/ID671307,Blk 614 Senja Road - $700 for 1 lady 
4023,2023,"$1,100 ",Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID650923,Master Room @ Pasir Ris St 53 BLK 570!
4024,2023,"$1,250 ",Room for Rent , Balestier,https://rentinsingapore.com.sg/rooms-for-rent/ID541131,Balestier - 10B Braddell View
4025,2023,$950 ,Room for Rent , Tampines,https://rentinsingapore.com.sg/rooms-for-rent/ID671274,Immediate Common Room 
4026,2023,"$1,150 ",Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID671284,Common Room for rent at Far Horizon Gardens
4027,2023,"$2,500 ",Room for Rent , Bukit Batok,https://rentinsingapore.com.sg/rooms-for-rent/ID671281,Master Bedroom with attached bathroom for rent.
4028,2023,"$1,500 ",Room for Rent , Bukit Batok,https://rentinsingapore.com.sg/rooms-for-rent/ID671283,Condo common room for rent
4029,2023,"$1,100 ",Room for Rent , Jurong West,https://rentinsingapore.com.sg/rooms-for-rent/ID671265,âœ…Close to Shopping and NTU: Room for Rent(No Landlord)
4030,2023,"$1,280 ",Room for Rent , Farrer Park,https://rentinsingapore.com.sg/rooms-for-rent/ID525666,Farrer Park MRT - Balestier Point
4031,2023,"$1,280 ",Room for Rent , Kallang,https://rentinsingapore.com.sg/rooms-for-rent/ID525665,Boon Keng MRT - Balestier Point
4032,2023,$900 ,Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID671208,Common Room for Rent
4033,2023,"$1,500 ",Room for Rent , Punggol,https://rentinsingapore.com.sg/rooms-for-rent/ID671209,Master Room @ Punggol
4034,2023,"$1,300 ",Room for Rent , Seletar,https://rentinsingapore.com.sg/rooms-for-rent/ID671211,Fully Furnished Condo Room for Lady
4035,2023,$950 ,Room for Rent , Punggol,https://rentinsingapore.com.sg/rooms-for-rent/ID671189,Clean and quiet room with new queen dize bed
4036,2023,$800 ,Room for Rent , Bukit Batok,https://rentinsingapore.com.sg/rooms-for-rent/ID671212,"Clean, quiet, aircon room, with wardrobe and study table"
4037,2023,"$1,200 ",Room for Rent , Boon Lay,https://rentinsingapore.com.sg/rooms-for-rent/ID671204,single male  WANTED TO OUR  COMMON ROOM
4038,2023,"$1,400 ",Room for Rent , Jurong West,https://rentinsingapore.com.sg/rooms-for-rent/ID671218,Single room for rent for single person
4039,2023,"$1,200 ",Room for Rent , Toa Payoh,https://rentinsingapore.com.sg/rooms-for-rent/ID238487,2MIN BRADDELL MRT COMMON ROOM CALL OWNER
4040,2023,$900 ,Room for Rent , Punggol,https://rentinsingapore.com.sg/rooms-for-rent/ID510091,Common rooms in Punggol for rent - Less than 10 mins walk to MRT
4041,2023,"$1,800 ",Room for Rent , Queenstown,https://rentinsingapore.com.sg/rooms-for-rent/ID670993,Common room @ Queensstown mrt 
4042,2023,"$1,100 ",Room for Rent , Bedok,https://rentinsingapore.com.sg/rooms-for-rent/ID670997,Common room for rent located at Bedok North Avenue 3
4043,2023,"$1,200 ",Room for Rent , Yishun,https://rentinsingapore.com.sg/rooms-for-rent/ID671019,Room for rent 
4044,2023,$800 ,Room for Rent , Choa Chu Kang,https://rentinsingapore.com.sg/rooms-for-rent/ID671030,"COMMON ROOM @ BLOCK 230 ,CHOA CHU KANG CENTRAL BESIDE LRT"
4045,2023,"$1,500 ",Room for Rent , Bishan,https://rentinsingapore.com.sg/rooms-for-rent/ID149073,Warmth and Comfortable Living
4046,2023,$750 ,Room for Rent , Yishun,https://rentinsingapore.com.sg/rooms-for-rent/ID671035,Common Room for Rent - Yishun
4047,2023,"$1,500 ",Room for Rent , Bedok,https://rentinsingapore.com.sg/rooms-for-rent/ID671039,"Room for rent, Unbelievable location @ Bedok Central"
4048,2023,$850 ,Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID671060,Find a housemates!
4049,2023,$800 ,Room for Rent , Bukit Panjang,https://rentinsingapore.com.sg/rooms-for-rent/ID671049,Common room for rent @ Segar Road Bukit Panjang 
4050,2023,$750 ,Room for Rent , Sengkang,https://rentinsingapore.com.sg/rooms-for-rent/ID652751,Cosy Home For Single Female 
4051,2023,$950 ,Room for Rent , Yishun,https://rentinsingapore.com.sg/rooms-for-rent/ID671197,Common room at 396 yishun avenue 6 for rent! Aircon wifi! 
4052,2023,$999 ,Room for Rent , Bishan,https://rentinsingapore.com.sg/rooms-for-rent/ID596650,Braddell MRT/Marymount MRT/Caldecott MRT/Immediate Available
4053,2023,$999 ,Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID596653,Braddell MRT/Marymount MRT/Caldecott MRT/Immediate Available
4054,2023,$900 ,Room for Rent , Bukit Panjang,https://rentinsingapore.com.sg/rooms-for-rent/ID671185,Common room at 468 segar road for rent! Aircon wifi! 
4055,2023,$950 ,Room for Rent , Woodlands,https://rentinsingapore.com.sg/rooms-for-rent/ID671177,Common room at 512 woodlands drive 14 for rent! Aircon wifi! 
4056,2023,"$1,300 ",Room for Rent , Toa Payoh,https://rentinsingapore.com.sg/rooms-for-rent/ID671120,Common room Toapayoh central
4057,2023,"$1,300 ",Room for Rent , Toa Payoh,https://rentinsingapore.com.sg/rooms-for-rent/ID671122,Common room Toapayoh central
